Sport	Gender	Event	Time	Timetxt	Athlete	Nationality	Year	Yeartxt	Timeinseconds	Unit
Athletics	Men	5,000 metres	97.76796974	12:55.3	 Moses Kiptanui	Kenya	1995	1995	775.3	m:s
Athletics	Men	5,000 metres	96.39218159	12:44.4	 Haile Gebrselassie	Ethiopia	1995	1995	764.39	m:s
Athletics	Men	5,000 metres	96.07313997	12:41.9	 Haile Gebrselassie 	Ethiopia	1997	1997	761.86	m:s
Athletics	Men	5,000 metres	95.80580076	12:39.7	 Daniel Komen	Kenya	1997	1997	759.74	m:s
Athletics	Men	5,000 metres	95.75788146	12:39.4	 Haile Gebrselassie	Ethiopia	1998	1998	759.36	m:s
Athletics	Men	5,000 metres	95.50441362	12:37.4	 Kenenisa Bekele	Ethiopia	2004	2004	757.35	m:s
Athletics	Women	5,000 metres	100	15:53.6	 Paola Pigni	Italy	1976	1969	953.6	m:s
Athletics	Women	5,000 metres	98.72063758	15:41.4	 Natalia Marasescu	Romania	1977	1977	941.4	m:s
Athletics	Women	5,000 metres	98.25922819	15:37.0	 Janice Merrill	USA	1977	1977	937	m:s
Athletics	Women	5,000 metres	98.10402685	15:35.5	 Kathy Mills	USA	1978	1978	935.52	m:s
Athletics	Women	5,000 metres	97.92365772	15:33.8	 Janice Merrill	USA	1979	1979	933.8	m:s
Athletics	Women	5,000 metres	97.58808725	15:30.6	 Janice Merrill	USA	1980	1980	930.6	m:s
Athletics	Women	5,000 metres	97.36052852	15:28.4	 Ingrid Kristiansen	Norway	1981	1981	928.43	m:s
Athletics	Women	5,000 metres	96.95889262	15:24.6	 Yelena Sipatova	Soviet Union	1981	1981	924.6	m:s
Athletics	Women	5,000 metres	95.90079698	15:14.5	 Paula Fudge	Great Britain	1981	1981	914.51	m:s
Athletics	Women	5,000 metres	95.76552013	15:13.2	 Anne Audain	New Zealand	1982	1982	913.22	m:s
Athletics	Women	5,000 metres	95.24538591	15:08.3	 Mary Decker-Slaney	USA	1982	1982	908.26	m:s
Athletics	Women	5,000 metres	94.26279362	14:58.9	 Ingrid Kristiansen	Norway	1984	1984	898.89	m:s
Athletics	Women	5,000 metres	93.12814597	14:48.1	 Zola Budd	Great Britain	1985	1985	888.07	m:s
Athletics	Women	5,000 metres	92.00188758	14:37.3	 Ingrid Kristiansen	Norway	1986	1986	877.33	m:s
Athletics	Women	5,000 metres	91.9096057	14:36.5	 Fernanda Ribeiro	Portugal	1995	1995	876.45	m:s
Athletics	Women	5,000 metres	91.36640101	14:31.3	 Dong Yanmei	China	1997	1997	871.27	m:s
Athletics	Women	5,000 metres	91.03292785	14:28.1	 Jiang Bo	China	1997	1997	868.09	m:s
Athletics	Women	5,000 metres	90.67533557	14:24.7	 Elvan Abeylegesse	Turkey	2004	2004	864.68	m:s
Athletics	Women	5,000 metres	90.6596057	14:24.5	 Meseret Defar	Ethiopia	2006	2006	864.53	m:s
Athletics	Women	5,000 metres	89.83116611	14:16.6	 Meseret Defar	Ethiopia	2007	2007	856.63	m:s
Athletics	Women	5,000 metres	89.25650168	14:11.2	 Tirunesh Dibaba	Ethiopia	2008	2008	851.15	m:s
Athletics	Men	10,000 metres	100	27:30.8	David Bedford	United Kingdom	1976	1973	1650.8	m:s
Athletics	Men	10,000 metres	99.98182699	27:30.5	Samson Kimobwa	Kenya	1977	1977	1650.5	m:s
Athletics	Men	10,000 metres	99.4911558	27:22.4	Henry Rono	Kenya	1978	1978	1642.4	m:s
Athletics	Men	10,000 metres	98.97019627	27:13.8	Fernando Mamede	Portugal	1984	1984	1633.8	m:s
Athletics	Men	10,000 metres	98.6309668	27:08.2	Arturo Barrios	Mexico	1989	1989	1628.2	m:s
Athletics	Men	10,000 metres	98.6127938	27:07.9	Richard Chelimo	Kenya	1993	1993	1627.9	m:s
Athletics	Men	10,000 metres	98.03731524	26:58.4	Yobes Ondieki	Kenya	1993	1993	1618.4	m:s
Athletics	Men	10,000 metres	97.66173976	26:52.2	William Sigei	Kenya	1994	1994	1612.2	m:s
Athletics	Men	10,000 metres	97.13472256	26:43.5	Haile Gebrselassie	Ethiopia	1995	1995	1603.5	m:s
Athletics	Men	10,000 metres	96.80760843	26:38.1	Salah Hissou	Morocco	1996	1996	1598.1	m:s
Athletics	Men	10,000 metres	96.39568694	26:31.3	Haile Gebrselassie	Ethiopia	1997	1997	1591.3	m:s
Athletics	Men	10,000 metres	96.18972619	26:27.9	Paul Tergat	Kenya	1997	1997	1587.9	m:s
Athletics	Men	10,000 metres	95.8747274	26:22.7	Haile Gebrselassie	Ethiopia	1998	1998	1582.7	m:s
Athletics	Men	10,000 metres	95.72934335	26:20.3	Kenenisa Bekele	Ethiopia	2004	2004	1580.3	m:s
Athletics	Men	10,000 metres	95.55972862	26:17.5	Kenenisa Bekele	Ethiopia	2005	2005	1577.5	m:s
Athletics	Women	10,000 metres	100	32:17.2	Yelena Sipatova	Soviet Union	1981	1981	1937.2	m:s
Athletics	Women	10,000 metres	97.83708445	31:35.3	Mary Decker-Slaney	USA	1982	1982	1895.3	m:s
Athletics	Women	10,000 metres	97.82159818	31:35.0	Lyudmila Bragina	Soviet Union	1983	1983	1895	m:s
Athletics	Women	10,000 metres	97.43444146	31:27.5	Raisa Sadreydinova	Soviet Union	1983	1983	1887.5	m:s
Athletics	Women	10,000 metres	96.7220731	31:13.7	Olga Bondarenko	Soviet Union	1984	1984	1873.7	m:s
Athletics	Women	10,000 metres	95.98389428	30:59.4	Ingrid Kristiansen	Norway	1985	1985	1859.4	m:s
Athletics	Women	10,000 metres	93.62481933	30:13.7	Ingrid Kristiansen	Norway	1986	1986	1813.7	m:s
Athletics	Women	10,000 metres	91.45674169	29:31.7	Wang Junxia	China	1993	1993	1771.7	m:s
Athletics	Men	110 metre hurdles	100	13.24	Rod Milburn	USA	1976	1972	13.24	sec
Athletics	Men	110 metre hurdles	99.77	13.21	Alejandro Casañas	Cuba	1977	1977	13.21	sec
Athletics	Men	110 metre hurdles	99.4	13.16	Renaldo Nehemiah	USA	1979	1979	13.16	sec
Athletics	Men	110 metre hurdles	98.19	13	Renaldo Nehemiah	USA	1979	1979	13	sec
Athletics	Men	110 metre hurdles	97.66	12.93	Renaldo Nehemiah	USA	1981	1981	12.93	sec
Athletics	Men	110 metre hurdles	97.58	12.92	Roger Kingdom	USA	1989	1989	12.92	sec
Athletics	Men	110 metre hurdles	97.51	12.91	Colin Jackson	United Kingdom	1993	1993	12.91	sec
Athletics	Men	110 metre hurdles	97.51	12.91	 Liu Xiang	China	2004	2004	12.91	sec
Athletics	Men	110 metre hurdles	97.28	12.88	 Liu Xiang	China	2006	2006	12.88	sec
Athletics	Men	110 metre hurdles	97.21	12.87	Dayron Robles	Cuba	2008	2008	12.87	sec
Athletics	Men	110 metre hurdles	96.68	12.8	Aries Merritt	USA	2012	2012	12.8	sec
Athletics	Men	400 metre hurdles	100	47.64	Edwin Moses	USA	1976	1976	47.64	sec
Athletics	Men	400 metre hurdles	99.60117548	47.45	Edwin Moses	USA	1977	1977	47.45	sec
Athletics	Men	400 metre hurdles	98.92947103	47.13	Edwin Moses	USA	1980	1980	47.13	sec
Athletics	Men	400 metre hurdles	98.69857263	47.02	Edwin Moses	USA	1983	1983	47.02	sec
Athletics	Men	400 metre hurdles	98.19479429	46.78	Kevin Young	USA	1992	1992	46.78	sec
Athletics	Women	400 metre hurdles	100	56.51	Krystyna Kacperczyk	Poland	1976	1974	56.51	sec
Athletics	Women	400 metre hurdles	98.63740931	55.74	Tatyana Storozheva	Soviet Union	1977	1977	55.74	sec
Athletics	Women	400 metre hurdles	98.44275349	55.63	Karin Rossley	East Germany	1977	1977	55.63	sec
Athletics	Women	400 metre hurdles	98.10652982	55.44	Krystyna Kacperczyk	Poland	1978	1978	55.44	sec
Athletics	Women	400 metre hurdles	97.87648204	55.31	Tatyana Zelentsova	Soviet Union	1978	1978	55.31	sec
Athletics	Women	400 metre hurdles	97.13325075	54.89	Tatyana Zelentsova	Soviet Union	1978	1978	54.89	sec
Athletics	Women	400 metre hurdles	96.93859494	54.78	Marina Makeyeva	Soviet Union	1979	1979	54.78	sec
Athletics	Women	400 metre hurdles	96.05379579	54.28	Karin Rossley	East Germany	1980	1980	54.28	sec
Athletics	Women	400 metre hurdles	95.59370023	54.02	Anna Ambrazienė	Soviet Union	1983	1983	54.02	sec
Athletics	Women	400 metre hurdles	94.81507698	53.58	Margarita Ponomaryova	Soviet Union	1984	1984	53.58	sec
Athletics	Women	400 metre hurdles	94.76198903	53.55	Sabine Busch	East Germany	1985	1985	53.55	sec
Athletics	Women	400 metre hurdles	94.35498142	53.32	Marina Stepanova	Soviet Union	1986	1986	53.32	sec
Athletics	Women	400 metre hurdles	93.68253406	52.94	Marina Stepanova	Soviet Union	1986	1986	52.94	sec
Athletics	Women	400 metre hurdles	93.3286144	52.74	Sally Gunnell	United Kingdom	1993	1993	52.74	sec
Athletics	Women	400 metre hurdles	93.09856663	52.61	Kim Batten	USA	1995	1995	52.61	sec
Athletics	Women	400 metre hurdles	92.62077508	52.34	Yuliya Pechonkina	Russia	2003	2003	52.34	sec
Athletics	Men	3,000 metres steeplechase	100	08:08.2	Anders Gärderud	Sweden	1976	1976	488.2	m:s
Athletics	Men	3,000 metres steeplechase	99.42646456	08:05.4	Henry Rono	Kenya	1978	1978	485.4	m:s
Athletics	Men	3,000 metres steeplechase	99.41622286	08:05.4	Peter Koech	Kenya	1989	1989	485.35	m:s
Athletics	Men	3,000 metres steeplechase	98.7464154	08:02.1	Moses Kiptanui	Kenya	1992	1992	482.08	m:s
Athletics	Men	3,000 metres steeplechase	98.15239656	07:59.2	Moses Kiptanui	Kenya	1995	1995	479.18	m:s
Athletics	Men	3,000 metres steeplechase	98.13191315	07:59.1	Wilson Boit Kipketer	Kenya	1997	1997	479.08	m:s
Athletics	Men	3,000 metres steeplechase	97.44367063	07:55.7	Bernard Barmasai	Kenya	1997	1997	475.72	m:s
Athletics	Men	3,000 metres steeplechase	97.35354363	07:55.3	Brahim Boulami	Moracco	2001	2001	475.28	m:s
Athletics	Men	3,000 metres steeplechase	97.01556739	07:53.6	Saif Saaeed Shaheen	Qatar	2004	2004	473.63	m:s
Athletics	Women	3,000 metres steeplechase	100	09:25.3	Justyna Bąk	Poland	2001	2001	565.31	m:s
Athletics	Women	3,000 metres steeplechase	99.46577984	09:22.3	Justyna Bąk	Poland	2002	2002	562.29	m:s
Athletics	Women	3,000 metres steeplechase	99.3649502	09:21.7	Alesya Turova	Belarus	2002	2002	561.72	m:s
Athletics	Women	3,000 metres steeplechase	98.44333198	09:16.5	Alesya Turova	Belarus	2002	2002	556.51	m:s
Athletics	Women	3,000 metres steeplechase	96.99633829	09:08.3	Gulnara Samitova	Russia	2003	2003	548.33	m:s
Athletics	Women	3,000 metres steeplechase	95.8040721	09:01.6	Gulnara Samitova	Russia	2004	2004	541.59	m:s
Athletics	Women	3,000 metres steeplechase	95.31230652	08:58.8	Gulnara Samitova-Galkina	Russia	2008	2008	538.81	m:s
Athletics	Men	4x100 metres relay	100	38.19	USA	USA	1976	1972	38.19	sec
Athletics	Men	4x100 metres relay	99.58104216	38.03	USA	USA	1977	1977	38.03	sec
Athletics	Men	4x100 metres relay	99.13589945	37.86	USA	USA	1983	1983	37.86	sec
Athletics	Men	4x100 metres relay	99.05734485	37.83	USA	USA	1984	1984	37.83	sec
Athletics	Men	4x100 metres relay	98.95260539	37.79	France	France	1990	1990	37.79	sec
Athletics	Men	4x100 metres relay	98.95260539	37.79	USA	USA	1991	1991	37.79	sec
Athletics	Men	4x100 metres relay	98.63838701	37.67	USA	USA	1991	1991	37.67	sec
Athletics	Men	4x100 metres relay	98.1932443	37.5	USA	USA	1991	1991	37.5	sec
Athletics	Men	4x100 metres relay	97.93139565	37.4	USA	USA	1992	1992	37.4	sec
Athletics	Men	4x100 metres relay	97.93139565	37.4	USA	USA	1993	1993	37.4	sec
Athletics	Men	4x100 metres relay	97.1458497	37.1	Jamaica	Jamaica	2008	2008	37.1	sec
Athletics	Men	4x100 metres relay	96.98874051	37.04	Jamaica	Jamaica	2011	2011	37.04	sec
Athletics	Men	4x100 metres relay	96.46504321	36.84	Jamaica	Jamaica	2012	2012	36.84	sec
Athletics	Women	4x100 metres relay	100	42.5	East Germany	East Germany	1976	1976	42.5	sec
Athletics	Women	4x100 metres relay	99.45882353	42.27	East Germany	East Germany	1978	1978	42.27	sec
Athletics	Women	4x100 metres relay	99.05882353	42.1	East Germany	East Germany	1979	1979	42.1	sec
Athletics	Women	4x100 metres relay	99.03529412	42.09	East Germany	East Germany	1979	1979	42.09	sec
Athletics	Women	4x100 metres relay	99.03529412	42.09	East Germany	East Germany	1980	1980	42.09	sec
Athletics	Women	4x100 metres relay	98.47058824	41.85	East Germany	East Germany	1980	1980	41.85	sec
Athletics	Women	4x100 metres relay	97.88235294	41.6	East Germany	East Germany	1980	1980	41.6	sec
Athletics	Women	4x100 metres relay	97.71764706	41.53	East Germany	East Germany	1983	1983	41.53	sec
Athletics	Women	4x100 metres relay	97.34117647	41.37	East Germany	East Germany	1985	1985	41.37	sec
Athletics	Women	4x100 metres relay	96.04705882	40.82	USA	USA	2012	2012	40.82	sec
Athletics	Men	4x400 metres relay	100	02:56.2	USA	USA	1976	1968	176.2	m:s
Athletics	Men	4x400 metres relay	99.97729852	02:56.2	USA	USA	1988	1988	176.16	m:s
Athletics	Men	4x400 metres relay	99.73893303	02:55.7	USA	USA	1992	1992	175.74	m:s
Athletics	Men	4x400 metres relay	98.91600454	02:54.3	USA	USA	1993	1993	174.29	m:s
Athletics	Women	4x400 metres relay	100	03:19.2	East Germany	East Germany	1976	1976	199.2	m:s
Athletics	Women	4x400 metres relay	99.91967871	03:19.0	East Germany	East Germany	1982	1982	199.04	m:s
Athletics	Women	4x400 metres relay	98.35341365	03:15.9	East Germany	East Germany	1984	1984	195.92	m:s
Athletics	Women	4x400 metres relay	97.97690763	03:15.2	Soviet Union	Soviet Union	1988	1988	195.17	m:s
Athletics	Men	High jump	100	2.30 m	Dwight Stones	USA	1973	1973	2.3	m
Athletics	Men	High jump	100.4347826	2.31 m	Dwight Stones	USA	1976	1976	2.31	m
Athletics	Men	High jump	100.8695652	2.32 m	Dwight Stones	USA	1976	1976	2.32	m
Athletics	Men	High jump	101.3043478	2.33 m	Vladimir Yashchenko	Soviet Union	1977	1977	2.33	m
Athletics	Men	High jump	101.7391304	2.34 m	Vladimir Yashchenko	Soviet Union	1978	1978	2.34	m
Athletics	Men	High jump	102.173913	2.35 m	Jacek Wszoła	Poland	1980	1980	2.35	m
Athletics	Men	High jump	102.173913	2.35 m	Dietmar Mögenburg	West Germany	1980	1980	2.35	m
Athletics	Men	High jump	102.6086957	2.36 m	Gerd Wessig	East Germany	1980	1980	2.36	m
Athletics	Men	High jump	103.0434783	2.37 m	Zhu Jianhua	China	1983	1983	2.37	m
Athletics	Men	High jump	103.4782609	2.38 m	Zhu Jianhua	China	1983	1983	2.38	m
Athletics	Men	High jump	103.9130435	2.39 m	Zhu Jianhua	China	1984	1984	2.39	m
Athletics	Men	High jump	104.3478261	2.40 m	Rudolf Povarnitsyn	Soviet Union	1985	1985	2.4	m
Athletics	Men	High jump	104.7826087	2.41 m	Igor Paklin	Soviet Union	1985	1985	2.41	m
Athletics	Men	High jump	105.2173913	2.42 m	Patrik Sjöberg	Sweden	1987	1987	2.42	m
Athletics	Men	High jump	105.6521739	2.43 m	Javier Sotomayor	Cuba	1988	1988	2.43	m
Athletics	Men	High jump	106.0869565	2.44 m	Javier Sotomayor	Cuba	1989	1989	2.44	m
Athletics	Men	High jump	106.5217391	2.45 m	Javier Sotomayor	Cuba	1993	1993	2.45	m
Athletics	Women	High jump	100	1.96 m	Rosemarie Ackermann	East Germany	1974	1974	1.96	m
Athletics	Women	High jump	100	1.96 m	Rosemarie Ackermann	East Germany	1976	1976	1.96	m
Athletics	Women	High jump	100.5102041	1.97 m	Rosemarie Ackermann	East Germany	1977	1977	1.97	m
Athletics	Women	High jump	100.5102041	1.97 m	Rosemarie Ackermann	East Germany	1977	1977	1.97	m
Athletics	Women	High jump	102.0408163	2.00 m	Rosemarie Ackermann	East Germany	1977	1977	2	m
Athletics	Women	High jump	102.5510204	2.01 m	Rosemarie Ackermann	East Germany	1977	1977	2.01	m
Athletics	Women	High jump	102.5510204	2.01 m	Sara Simeoni	Italy	1978	1978	2.01	m
Athletics	Women	High jump	103.0612245	2.02 m	Sara Simeoni	Italy	1978	1978	2.02	m
Athletics	Women	High jump	103.5714286	2.03 m	Ulrike Meyfarth	West Germany	1982	1982	2.03	m
Athletics	Women	High jump	103.5714286	2.03 m	Ulrike Meyfarth	West Germany	1983	1983	2.03	m
Athletics	Women	High jump	104.0816327	2.04 m	Tamara Bykova	Soviet Union	1983	1983	2.04	m
Athletics	Women	High jump	104.5918367	2.05 m	Tamara Bykova	Soviet Union	1983	1983	2.05	m
Athletics	Women	High jump	105.6122449	2.07 m	Tamara Bykova	Soviet Union	1984	1984	2.07	m
Athletics	Women	High jump	105.6122449	2.07 m	Lyudmila Andonova	Bulgaria	1984	1984	2.07	m
Athletics	Women	High jump	106.122449	2.08 m	Stefka Kostadinova	Bulgaria	1986	1986	2.08	m
Athletics	Women	High jump	106.6326531	2.09 m	 	Stefka Kostadinova	Bulgaria	Bulgaria	1986	m
Athletics	Men	Pole vault	100	5.65 m	David Roberts	USA	1975	1975	5.65	m
Athletics	Men	Pole vault	100.3539823	5.67 m	Earl Bell	USA	1975	1975	5.67	m
Athletics	Men	Pole vault	100.8849558	5.70 m	David Roberts	USA	1976	1976	5.7	m
Athletics	Men	Pole vault	101.2389381	5.72 m	Władysław Kozakiewicz	USA	1976	1976	5.72	m
Athletics	Men	Pole vault	101.7699115	5.75 m	Thierry Vigneron	Poland	1980	1980	5.75	m
Athletics	Men	Pole vault	101.7699115	5.75 m	Thierry Vigneron	France	1980	1980	5.75	m
Athletics	Men	Pole vault	102.1238938	5.77 m	Philippe Houvion	France	1980	1980	5.77	m
Athletics	Men	Pole vault	102.300885	5.78 m	Władysław Kozakiewicz	France	1980	1980	5.78	m
